stationIndex	name	address	lon	lat	desc
408	LG CNS앞	서울특별시 마포구 월드컵북로 424	126.88665	37.580811	-
409	누리꿈스퀘어 옆	서울특별시 마포구 월드컵북로 396	126.88916	37.579399	-
410	상암중학교 옆	서울특별시 마포구 상암산로1길 26	126.887772	37.577496	-
411	DMC홍보관	서울특별시 마포구 월드컵북로 366	126.891472	37.577995	-
412	DMC산학협력연구센터 앞	서울특별시 마포구 매봉산로 37	126.890739	37.575802	-
413	상암월드컵파크 3단지 후문	서울특별시 마포구 매봉산로 8	126.889687	37.571476	-
414	상암동주민센터 옆	서울특별시 마포구 매봉산로2길 16	126.89447	37.57822	-
415	DMC역 9번출구 앞	서울특별시 마포구 성암로 지하184	126.897362	37.577469	-
416	상암월드컵파크 1단지 교차로	서울특별시 마포구 월드컵북로 502-7	126.894447	37.575665	-
417	DMC역 2번출구 옆	서울특별시 은평구 수색로 지하175	126.899918	37.575069	-
418	월드컵경기장역 3번출구 옆	서울특별시 마포구 월드컵로 지하240	126.898979	37.570721	-
419	홈플러스 앞	서울특별시 마포구 월드컵로 240	126.899429	37.56842	-
420	서울시 공공자전거 상암센터	서울특별시 마포구 월드컵북로47길 10	126.896179	37.566246	-
421	마포구청 앞	서울특별시 마포구 월드컵로 212	126.901184	37.565903	-
422	문화비축기지	서울특별시 마포구 증산로 87	126.894424	37.569084	-
424	424. 롯데하이마트 (상암월드컵점) 	-	126.898048	37.57362	-
425	425. DMC첨단산업센터	-	126.885597	37.584503	-
426	426. 서울신용보증재단	-	126.954178	37.549061	-
427	성산시영아파트	서울특별시 마포구 월드컵북로 260	126.903816	37.569584	-
428	명보사거리	중구 초동 22-2 	126.991432	37.5644	-
429	429. 송도병원	-	127.007347	37.549889	-
430	430. KEB하나은행 장충동지점	-	127.006264	37.562172	-
431	431. 청계천 영도교	-	127.019524	37.5709	-
432	432. 마포중앙도서관	-	126.908203	37.563339	-
433	을지로입구역 2번출구	중구 을지로1가 118	126.982338	37.566502	-
434	신당 레미안 버스정류장	중구 신당동 85-730	127.023933	37.561489	-
435	SK 남산빌딩	중구 남대문로5가 520	126.975616	37.556862	-
436	이대역 5번출구	마포구 대흥동 2-1	126.94619	37.556591	-
437	대흥역 1번출구	마포구 대흥동 105-4	126.941383	37.54821	-
438	성산2-1 공영주차장	마포구 성산동 199-46	126.906769	37.56472	-
439	마포어린이공원	마포구 마포동 364-4	126.944038	37.535751	-
440	하늘공원 입구	마포구 하늘공원로 108-2	126.881149	37.570006	-
441	염천교사거리	중구 순화동 212-9	126.97068	37.559891	-
442	서울역 서부	봉래동 2가 122-11	126.97216	37.553692	-
443	호암아트홀	봉래동 2가 122-11	126.970718	37.562111	-
444	서울역3번 출구	통일로 20	126.97258	37.557602	-
445	대한상공회의소	세종대로 39	126.974548	37.560291	-
446	상명대입구	서울특별시 종로구 홍지문길 1	126.957832	37.600128	-
447	신영동삼거리	서울특별시 종로구 진흥로 499	126.961945	37.603992	-
448	평창동주민센터	서울특별시 종로구 평창문화로 65	126.968681	37.606274	-
449	일성아파트	서울특별시 종로구 평창문화로 119	126.972862	37.608719	-
450	효자동 삼거리	서울특별시 종로구 효자로13길 45	126.972549	37.583603	-
